Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 07/18  01:00:00,65407915.1537362,65407915.1537362 
 07/18  02:00:00,65407915.1537362,65407915.1537362 
 07/18  03:00:00,65407915.1537362,65407915.1537362 
 07/18  04:00:00,65407915.1537362,65407915.1537362 
 07/18  05:00:00,63871201.1537362,63871201.1537362 
 07/18  06:00:00,146684213.66374418,146684213.66374418 
 07/18  07:00:00,194999771.2428227,194999771.2428227 
 07/18  08:00:00,363693598.05751127,363693598.05751127 
 07/18  09:00:00,355277057.16957426,355277057.16957426 
 07/18  10:00:00,363716157.9789692,363716157.9789692 
 07/18  11:00:00,376912162.24781203,376912162.24781215 
 07/18  12:00:00,352423837.2440503,352423837.2440503 
 07/18  13:00:00,377397252.02259326,377397252.02259326 
 07/18  14:00:00,370397362.6444486,370397362.6444486 
 07/18  15:00:00,371171922.15722775,371171922.15722775 
 07/18  16:00:00,386754713.71892786,386754713.71892786 
 07/18  17:00:00,281613243.35492593,281613243.354926 
 07/18  18:00:00,200432027.30437145,200432027.30437148 
 07/18  19:00:00,204124416.62438577,204124416.62438577 
 07/18  20:00:00,183140656.69388935,183140656.69388935 
 07/18  21:00:00,173557124.65696228,173557124.65696228 
 07/18  22:00:00,85134722.37354441,85134722.37354442 
 07/18  23:00:00,80131530.28038286,80131530.28038286 
 07/18  24:00:00,65597949.44438682,65597949.44438682 
 07/19  01:00:00,65407915.1537362,65407915.1537362 
 07/19  02:00:00,65407915.1537362,65407915.1537362 
 07/19  03:00:00,65407915.1537362,65407915.1537362 
 07/19  04:00:00,65407915.1537362,65407915.1537362 
 07/19  05:00:00,63871201.1537362,63871201.1537362 
 07/19  06:00:00,146500012.29063013,146500012.29063013 
 07/19  07:00:00,187679254.58593482,187679254.58593482 
 07/19  08:00:00,353192572.0939282,353192572.0939283 
 07/19  09:00:00,349538549.6740283,349538549.6740283 
 07/19  10:00:00,365461139.1333873,365461139.1333873 
 07/19  11:00:00,391388691.72957635,391388691.72957647 
 07/19  12:00:00,382784486.4360123,382784486.4360123 
 07/19  13:00:00,407317932.4484244,407317932.44842446 
 07/19  14:00:00,409890307.8735857,409890307.8735857 
 07/19  15:00:00,415863340.63841724,415863340.6384172 
 07/19  16:00:00,428581103.84824824,428581103.8482481 
 07/19  17:00:00,321173035.6529957,321173035.6529957 
 07/19  18:00:00,232918131.31315938,232918131.3131594 
 07/19  19:00:00,246471338.27996385,246471338.2799639 
 07/19  20:00:00,216356748.36834496,216356748.36834496 
 07/19  21:00:00,203853908.0584245,203853908.05842453 
 07/19  22:00:00,85134722.37354441,85134722.37354442 
 07/19  23:00:00,80131530.28038286,80131530.28038286 
 07/19  24:00:00,65597949.44438682,65597949.44438682 
 07/20  01:00:00,65407915.1537362,65407915.1537362 
 07/20  02:00:00,65407915.1537362,65407915.1537362 
 07/20  03:00:00,65407915.1537362,65407915.1537362 
 07/20  04:00:00,65407915.1537362,65407915.1537362 
 07/20  05:00:00,63871201.1537362,63871201.1537362 
 07/20  06:00:00,146982069.17434147,146982069.17434147 
 07/20  07:00:00,187775551.22471526,187775551.22471526 
 07/20  08:00:00,359430185.64148974,359430185.6414898 
 07/20  09:00:00,359968723.64473116,359968723.64473116 
 07/20  10:00:00,370712110.3744576,370712110.3744576 
 07/20  11:00:00,389140729.13436556,389140729.13436556 
 07/20  12:00:00,378163734.1885194,378163734.1885194 
 07/20  13:00:00,411644698.64550394,411644698.64550394 
 07/20  14:00:00,413415813.8061311,413415813.80613124 
 07/20  15:00:00,430128467.0782861,430128467.0782862 
 07/20  16:00:00,454530917.1899634,454530917.18996334 
 07/20  17:00:00,349924990.85767967,349924990.8576797 
 07/20  18:00:00,273428734.8671466,273428734.86714673 
 07/20  19:00:00,289219768.24714774,289219768.2471477 
 07/20  20:00:00,250804599.97258535,250804599.97258538 
 07/20  21:00:00,214585457.91960394,214585457.919604 
 07/20  22:00:00,85134722.37354441,85134722.37354442 
 07/20  23:00:00,80131530.28038286,80131530.28038286 
 07/20  24:00:00,65597949.44438682,65597949.44438682 
 07/21  01:00:00,65407915.1537362,65407915.1537362 
 07/21  02:00:00,65407915.1537362,65407915.1537362 
 07/21  03:00:00,65407915.1537362,65407915.1537362 
 07/21  04:00:00,65407915.1537362,65407915.1537362 
 07/21  05:00:00,65407915.1537362,65407915.1537362 
 07/21  06:00:00,144538354.27813122,144538354.27813122 
 07/21  07:00:00,189080083.40059298,189080083.400593 
 07/21  08:00:00,358455150.25513965,358455150.2551397 
 07/21  09:00:00,356946219.0824846,356946219.08248454 
 07/21  10:00:00,372023114.7475153,372023114.7475153 
 07/21  11:00:00,400740318.38316375,400740318.3831638 
 07/21  12:00:00,398819606.12193894,398819606.12193894 
 07/21  13:00:00,441737078.7523539,441737078.7523538 
 07/21  14:00:00,454371835.6456562,454371835.6456562 
 07/21  15:00:00,462873461.9218669,462873461.92186683 
 07/21  16:00:00,468798418.60388494,468798418.60388494 
 07/21  17:00:00,348385078.42420185,348385078.4242019 
 07/21  18:00:00,244734099.46862954,244734099.46862957 
 07/21  19:00:00,248420006.66663375,248420006.66663378 
 07/21  20:00:00,211973484.3139017,211973484.3139017 
 07/21  21:00:00,189975031.29435048,189975031.29435048 
 07/21  22:00:00,85134722.37354441,85134722.37354442 
 07/21  23:00:00,80131530.28038286,80131530.28038286 
 07/21  24:00:00,54347289.79607374,54347289.79607374 
 07/22  01:00:00,54157290.74955592,54157290.74955592 
 07/22  02:00:00,54157290.74955592,54157290.74955592 
 07/22  03:00:00,54157290.74955592,54157290.74955592 
 07/22  04:00:00,54157290.74955592,54157290.74955592 
 07/22  05:00:00,54157290.74955592,54157290.74955592 
 07/22  06:00:00,134868081.80814454,134868081.80814454 
 07/22  07:00:00,140854161.0982145,140854161.0982145 
 07/22  08:00:00,168677158.7199127,168677158.7199127 
 07/22  09:00:00,180143707.05875868,180143707.05875868 
 07/22  10:00:00,191224420.63668275,191224420.63668275 
 07/22  11:00:00,211905093.0823181,211905093.0823181 
 07/22  12:00:00,168105585.20461604,168105585.20461604 
 07/22  13:00:00,166342956.35591152,166342956.35591152 
 07/22  14:00:00,159972430.37328145,159972430.37328145 
 07/22  15:00:00,153767356.48695064,153767356.4869506 
 07/22  16:00:00,160720997.75405747,160720997.75405747 
 07/22  17:00:00,127857202.1574808,127857202.15748078 
 07/22  18:00:00,114039187.71125026,114039187.71125028 
 07/22  19:00:00,109595840.095639,109595840.095639 
 07/22  20:00:00,116767977.37288421,116767977.37288421 
 07/22  21:00:00,97848139.61997758,97848139.6199776 
 07/22  22:00:00,56920794.74955592,56920794.74955593 
 07/22  23:00:00,56920794.74955592,56920794.74955593 
 07/22  24:00:00,54157290.74955592,54157290.74955592 
 07/23  01:00:00,54157290.74955592,54157290.74955592 
 07/23  02:00:00,54157290.74955592,54157290.74955592 
 07/23  03:00:00,54157290.74955592,54157290.74955592 
 07/23  04:00:00,54157290.74955592,54157290.74955592 
 07/23  05:00:00,54157290.74955592,54157290.74955592 
 07/23  06:00:00,53977331.50655627,53977331.50655627 
 07/23  07:00:00,53825958.50181427,53825958.50181427 
 07/23  08:00:00,53115956.49588913,53115956.49588913 
 07/23  09:00:00,53100571.45300382,53100571.45300382 
 07/23  10:00:00,64947381.0625104,64947381.0625104 
 07/23  11:00:00,97150199.46707198,97150199.46707198 
 07/23  12:00:00,73259538.1499528,73259538.1499528 
 07/23  13:00:00,87033203.2908177,87033203.29081771 
 07/23  14:00:00,94898965.71002041,94898965.71002041 
 07/23  15:00:00,120616141.0156252,120616141.0156252 
 07/23  16:00:00,112394592.1085725,112394592.1085725 
 07/23  17:00:00,129599434.66831517,129599434.66831517 
 07/23  18:00:00,112436971.72140765,112436971.72140768 
 07/23  19:00:00,149623137.48235965,149623137.48235965 
 07/23  20:00:00,117023649.05844535,117023649.05844536 
 07/23  21:00:00,124180979.23447782,124180979.23447782 
 07/23  22:00:00,97281753.84896174,97281753.84896174 
 07/23  23:00:00,73487280.97472325,73487280.97472325 
 07/23  24:00:00,65407915.1537362,65407915.1537362 
 07/24  01:00:00,65407915.1537362,65407915.1537362 
 07/24  02:00:00,65407915.1537362,65407915.1537362 
 07/24  03:00:00,65407915.1537362,65407915.1537362 
 07/24  04:00:00,65407915.1537362,65407915.1537362 
 07/24  05:00:00,65407915.1537362,65407915.1537362 
 07/24  06:00:00,141174943.1609313,141174943.16093126 
 07/24  07:00:00,188805785.54350328,188805785.54350328 
 07/24  08:00:00,358305216.6558369,358305216.6558369 
 07/24  09:00:00,352535688.06067544,352535688.06067544 
 07/24  10:00:00,362942326.82985926,362942326.82985926 
 07/24  11:00:00,383674805.52419794,383674805.52419794 
 07/24  12:00:00,361976418.40601486,361976418.4060148 
 07/24  13:00:00,390361525.9357758,390361525.9357758 
 07/24  14:00:00,388417546.04595673,388417546.0459567 
 07/24  15:00:00,396370906.070145,396370906.0701451 
 07/24  16:00:00,404987963.7362282,404987963.7362282 
 07/24  17:00:00,289657135.8334108,289657135.83341086 
 07/24  18:00:00,215469627.1621312,215469627.16213125 
 07/24  19:00:00,230142194.8319454,230142194.83194542 
 07/24  20:00:00,200537002.39922646,200537002.39922652 
 07/24  21:00:00,181546460.15422222,181546460.15422222 
 07/24  22:00:00,85134722.37354441,85134722.37354442 
 07/24  23:00:00,80131530.28038286,80131530.28038286 
 07/24  24:00:00,65597949.44438682,65597949.44438682 
 07/25  01:00:00,65407915.1537362,65407915.1537362 
 07/25  02:00:00,65407915.1537362,65407915.1537362 
 07/25  03:00:00,65407915.1537362,65407915.1537362 
 07/25  04:00:00,65407915.1537362,65407915.1537362 
 07/25  05:00:00,65407915.1537362,65407915.1537362 
 07/25  06:00:00,135857348.58254942,135857348.58254942 
 07/25  07:00:00,176190795.06403884,176190795.0640388 
 07/25  08:00:00,338241551.9234699,338241551.92346996 
 07/25  09:00:00,334178815.88477695,334178815.88477695 
 07/25  10:00:00,347743765.82975817,347743765.82975817 
 07/25  11:00:00,368367431.9133396,368367431.9133396 
 07/25  12:00:00,353656974.81590146,353656974.8159014 
 07/25  13:00:00,389643908.54205924,389643908.54205924 
 07/25  14:00:00,385978257.3701024,385978257.3701025 
 07/25  15:00:00,397603882.52591354,397603882.5259136 
 07/25  16:00:00,423996758.69974196,423996758.69974196 
 07/25  17:00:00,321606746.3087662,321606746.30876625 
 07/25  18:00:00,235657185.4145235,235657185.41452354 
 07/25  19:00:00,243770559.9673037,243770559.9673037 
 07/25  20:00:00,207991179.26404825,207991179.2640483 
 07/25  21:00:00,182877396.4260649,182877396.42606494 
 07/25  22:00:00,85134722.37354441,85134722.37354442 
 07/25  23:00:00,80131530.28038286,80131530.28038286 
 07/25  24:00:00,65597949.44438682,65597949.44438682 
 07/26  01:00:00,65407915.1537362,65407915.1537362 
 07/26  02:00:00,65407915.1537362,65407915.1537362 
 07/26  03:00:00,65407915.1537362,65407915.1537362 
 07/26  04:00:00,65407915.1537362,65407915.1537362 
 07/26  05:00:00,65407915.1537362,65407915.1537362 
 07/26  06:00:00,137428726.3690271,137428726.3690271 
 07/26  07:00:00,177676436.82573807,177676436.82573807 
 07/26  08:00:00,338621350.97184473,338621350.9718448 
 07/26  09:00:00,334604583.42432094,334604583.424321 
 07/26  10:00:00,347568719.05710953,347568719.05710953 
 07/26  11:00:00,372590320.8092809,372590320.8092809 
 07/26  12:00:00,363488398.27213305,363488398.27213305 
 07/26  13:00:00,402521033.4959904,402521033.4959904 
 07/26  14:00:00,404289649.4059735,404289649.4059735 
 07/26  15:00:00,409906763.6434551,409906763.6434551 
 07/26  16:00:00,421017849.0479927,421017849.0479927 
 07/26  17:00:00,312692142.18782747,312692142.18782747 
 07/26  18:00:00,230183966.62760252,230183966.62760252 
 07/26  19:00:00,237904743.2055358,237904743.20553577 
 07/26  20:00:00,197031258.3682921,197031258.36829215 
 07/26  21:00:00,176205440.9874695,176205440.9874695 
 07/26  22:00:00,85134722.37354441,85134722.37354442 
 07/26  23:00:00,80131530.28038286,80131530.28038286 
 07/26  24:00:00,65597949.44438682,65597949.44438682 
 07/27  01:00:00,65407915.1537362,65407915.1537362 
 07/27  02:00:00,65407915.1537362,65407915.1537362 
 07/27  03:00:00,65407915.1537362,65407915.1537362 
 07/27  04:00:00,65407915.1537362,65407915.1537362 
 07/27  05:00:00,65407915.1537362,65407915.1537362 
 07/27  06:00:00,135177900.1551446,135177900.15514457 
 07/27  07:00:00,174333211.6939279,174333211.6939279 
 07/27  08:00:00,333402763.58417344,333402763.5841735 
 07/27  09:00:00,330623232.4475249,330623232.44752496 
 07/27  10:00:00,344879076.24483484,344879076.2448348 
 07/27  11:00:00,367656675.4750323,367656675.4750324 
 07/27  12:00:00,357843570.44321907,357843570.4432191 
 07/27  13:00:00,402634095.71049154,402634095.71049154 
 07/27  14:00:00,402820809.2499494,402820809.24994934 
 07/27  15:00:00,409075885.8613655,409075885.8613655 
 07/27  16:00:00,421672329.87442344,421672329.87442344 
 07/27  17:00:00,309491842.83522487,309491842.8352249 
 07/27  18:00:00,222693867.31051284,222693867.31051287 
 07/27  19:00:00,232762156.003188,232762156.00318804 
 07/27  20:00:00,196858000.29809853,196858000.29809856 
 07/27  21:00:00,178355196.54887074,178355196.54887074 
 07/27  22:00:00,85134722.37354441,85134722.37354442 
 07/27  23:00:00,80131530.28038286,80131530.28038286 
 07/27  24:00:00,65597949.44438682,65597949.44438682 
 07/28  01:00:00,65407915.1537362,65407915.1537362 
 07/28  02:00:00,65407915.1537362,65407915.1537362 
 07/28  03:00:00,65407915.1537362,65407915.1537362 
 07/28  04:00:00,65407915.1537362,65407915.1537362 
 07/28  05:00:00,65407915.1537362,65407915.1537362 
 07/28  06:00:00,135034690.052099,135034690.052099 
 07/28  07:00:00,174843597.82558703,174843597.82558703 
 07/28  08:00:00,336822373.9370611,336822373.93706113 
 07/28  09:00:00,335831753.81570894,335831753.815709 
 07/28  10:00:00,353102797.9716638,353102797.9716638 
 07/28  11:00:00,372827501.11447895,372827501.11447895 
 07/28  12:00:00,348236142.6494195,348236142.6494195 
 07/28  13:00:00,378240545.8984859,378240545.8984859 
 07/28  14:00:00,376293165.8594012,376293165.8594012 
 07/28  15:00:00,385588114.1876901,385588114.1876901 
 07/28  16:00:00,402508726.5568935,402508726.5568935 
 07/28  17:00:00,299577713.7833867,299577713.7833868 
 07/28  18:00:00,215093811.93711597,215093811.93711597 
 07/28  19:00:00,222223978.68804485,222223978.68804488 
 07/28  20:00:00,185605267.08269596,185605267.08269596 
 07/28  21:00:00,171275974.85066542,171275974.85066545 
 07/28  22:00:00,85134722.37354441,85134722.37354442 
 07/28  23:00:00,80131530.28038286,80131530.28038286 
 07/28  24:00:00,54347289.79607374,54347289.79607374 
 07/29  01:00:00,54157290.74955592,54157290.74955592 
 07/29  02:00:00,54157290.74955592,54157290.74955592 
 07/29  03:00:00,54157290.74955592,54157290.74955592 
 07/29  04:00:00,54157290.74955592,54157290.74955592 
 07/29  05:00:00,54157290.74955592,54157290.74955592 
 07/29  06:00:00,140996708.29533193,140996708.29533193 
 07/29  07:00:00,147262910.99634126,147262910.99634126 
 07/29  08:00:00,173830678.6377956,173830678.6377956 
 07/29  09:00:00,181063363.51184958,181063363.51184958 
 07/29  10:00:00,185274424.0905242,185274424.0905242 
 07/29  11:00:00,199767301.16659293,199767301.16659293 
 07/29  12:00:00,166174378.773196,166174378.773196 
 07/29  13:00:00,162191865.94774333,162191865.94774336 
 07/29  14:00:00,162619433.33277923,162619433.33277923 
 07/29  15:00:00,173919491.52478904,173919491.52478904 
 07/29  16:00:00,178568342.4644406,178568342.4644406 
 07/29  17:00:00,136520890.4058433,136520890.4058433 
 07/29  18:00:00,121826620.06685561,121826620.06685564 
 07/29  19:00:00,105096928.62327398,105096928.62327398 
 07/29  20:00:00,96015070.27943866,96015070.27943867 
 07/29  21:00:00,56920794.74955592,56920794.74955593 
 07/29  22:00:00,56920794.74955592,56920794.74955593 
 07/29  23:00:00,56920794.74955592,56920794.74955593 
 07/29  24:00:00,54157290.74955592,54157290.74955592 
 07/30  01:00:00,54157290.74955592,54157290.74955592 
 07/30  02:00:00,54157290.74955592,54157290.74955592 
 07/30  03:00:00,54157290.74955592,54157290.74955592 
 07/30  04:00:00,54157290.74955592,54157290.74955592 
 07/30  05:00:00,54157290.74955592,54157290.74955592 
 07/30  06:00:00,53977331.50655627,53977331.50655627 
 07/30  07:00:00,53977965.07344065,53977965.07344065 
 07/30  08:00:00,53192015.57588121,53192015.575881205 
 07/30  09:00:00,53100572.14364658,53100572.14364658 
 07/30  10:00:00,53100571.45300382,53100571.45300382 
 07/30  11:00:00,53100571.45300382,53100571.45300382 
 07/30  12:00:00,53100571.45300382,53100571.45300382 
 07/30  13:00:00,82501027.03990564,82501027.03990564 
 07/30  14:00:00,122801382.12998581,122801382.12998581 
 07/30  15:00:00,129345764.92219448,129345764.92219447 
 07/30  16:00:00,135874710.34634817,135874710.3463482 
 07/30  17:00:00,120492014.73726887,120492014.73726887 
 07/30  18:00:00,115508628.32117616,115508628.32117616 
 07/30  19:00:00,111359339.40760264,111359339.40760265 
 07/30  20:00:00,112908167.13985233,112908167.13985236 
 07/30  21:00:00,79115440.06717896,79115440.06717896 
 07/30  22:00:00,56920794.74955592,56920794.74955593 
 07/30  23:00:00,56920794.74955592,56920794.74955593 
 07/30  24:00:00,65407915.1537362,65407915.1537362 
 07/31  01:00:00,65407915.1537362,65407915.1537362 
 07/31  02:00:00,65407915.1537362,65407915.1537362 
 07/31  03:00:00,65407915.1537362,65407915.1537362 
 07/31  04:00:00,65407915.1537362,65407915.1537362 
 07/31  05:00:00,65407915.1537362,65407915.1537362 
 07/31  06:00:00,141672872.35785222,141672872.35785225 
 07/31  07:00:00,184167480.60736704,184167480.60736704 
 07/31  08:00:00,353621421.734288,353621421.734288 
 07/31  09:00:00,354867466.216509,354867466.21650904 
 07/31  10:00:00,374777226.3027014,374777226.3027014 
 07/31  11:00:00,401494341.1173548,401494341.1173548 
 07/31  12:00:00,388952956.605956,388952956.605956 
 07/31  13:00:00,419793134.42025393,419793134.42025393 
 07/31  14:00:00,412942981.40612805,412942981.406128 
 07/31  15:00:00,433068865.2635415,433068865.26354146 
 07/31  16:00:00,455671733.9202119,455671733.9202119 
 07/31  17:00:00,334131269.4609871,334131269.4609871 
 07/31  18:00:00,237464941.2134592,237464941.21345916 
 07/31  19:00:00,223954325.36903054,223954325.36903054 
 07/31  20:00:00,191421791.91401666,191421791.91401666 
 07/31  21:00:00,179594272.4790611,179594272.4790611 
 07/31  22:00:00,85134722.37354441,85134722.37354442 
 07/31  23:00:00,80131530.28038286,80131530.28038286 
 07/31  24:00:00,65597949.44438682,65597949.44438682 
 08/01  01:00:00,65407915.1537362,65407915.1537362 
 08/01  02:00:00,65407915.1537362,65407915.1537362 
 08/01  03:00:00,65407915.1537362,65407915.1537362 
 08/01  04:00:00,65407915.1537362,65407915.1537362 
 08/01  05:00:00,65407915.1537362,65407915.1537362 
 08/01  06:00:00,140672905.77504027,140672905.77504027 
 08/01  07:00:00,182867276.50907618,182867276.50907618 
 08/01  08:00:00,355712934.159008,355712934.159008 
 08/01  09:00:00,356354516.0339259,356354516.033926 
 08/01  10:00:00,371800450.7865335,371800450.7865335 
 08/01  11:00:00,394013170.7766205,394013170.7766205 
 08/01  12:00:00,375224417.9160919,375224417.9160919 
 08/01  13:00:00,406590966.5574317,406590966.5574317 
 08/01  14:00:00,406191661.289352,406191661.289352 
 08/01  15:00:00,418086474.4310803,418086474.4310803 
 08/01  16:00:00,438152340.4480463,438152340.4480463 
 08/01  17:00:00,329757732.0762659,329757732.0762659 
 08/01  18:00:00,249290799.90085196,249290799.90085196 
 08/01  19:00:00,242906500.0931313,242906500.0931313 
 08/01  20:00:00,206689928.13515052,206689928.13515055 
 08/01  21:00:00,188944282.78437012,188944282.78437012 
 08/01  22:00:00,85134722.37354441,85134722.37354442 
 08/01  23:00:00,80131530.28038286,80131530.28038286 
 08/01  24:00:00,65597949.44438682,65597949.44438682 
 08/02  01:00:00,65407915.1537362,65407915.1537362 
 08/02  02:00:00,65407915.1537362,65407915.1537362 
 08/02  03:00:00,65407915.1537362,65407915.1537362 
 08/02  04:00:00,65407915.1537362,65407915.1537362 
 08/02  05:00:00,65407915.1537362,65407915.1537362 
 08/02  06:00:00,140418602.13673937,140418602.13673937 
 08/02  07:00:00,183535511.42467391,183535511.42467391 
 08/02  08:00:00,355150329.0417455,355150329.0417455 
 08/02  09:00:00,355596378.0392475,355596378.0392475 
 08/02  10:00:00,370799987.3039628,370799987.3039628 
 08/02  11:00:00,393306292.9297947,393306292.9297947 
 08/02  12:00:00,377460208.72122014,377460208.7212202 
 08/02  13:00:00,408927274.4689565,408927274.4689565 
 08/02  14:00:00,408551307.2570268,408551307.2570268 
 08/02  15:00:00,420001075.3396283,420001075.3396283 
 08/02  16:00:00,437297085.493418,437297085.493418 
 08/02  17:00:00,328281082.3717185,328281082.3717185 
 08/02  18:00:00,248086341.456168,248086341.456168 
 08/02  19:00:00,242744134.44498894,242744134.44498897 
 08/02  20:00:00,204527619.79266196,204527619.792662 
 08/02  21:00:00,187014336.34404656,187014336.34404656 
 08/02  22:00:00,85134722.37354441,85134722.37354442 
 08/02  23:00:00,80131530.28038286,80131530.28038286 
 08/02  24:00:00,65597949.44438682,65597949.44438682 
 08/03  01:00:00,65407915.1537362,65407915.1537362 
 08/03  02:00:00,65407915.1537362,65407915.1537362 
 08/03  03:00:00,65407915.1537362,65407915.1537362 
 08/03  04:00:00,65407915.1537362,65407915.1537362 
 08/03  05:00:00,65407915.1537362,65407915.1537362 
 08/03  06:00:00,138716328.0480684,138716328.0480684 
 08/03  07:00:00,181864500.6194237,181864500.6194237 
 08/03  08:00:00,353650706.55534047,353650706.55534047 
 08/03  09:00:00,354950319.5351691,354950319.53516924 
 08/03  10:00:00,372281896.20769686,372281896.20769686 
 08/03  11:00:00,395992818.25942534,395992818.2594254 
 08/03  12:00:00,382223500.5405309,382223500.5405309 
 08/03  13:00:00,415395422.4541662,415395422.4541661 
 08/03  14:00:00,416303146.1655992,416303146.1655992 
 08/03  15:00:00,428602747.4287601,428602747.42876005 
 08/03  16:00:00,448453030.8194374,448453030.8194373 
 08/03  17:00:00,340172899.28432935,340172899.2843294 
 08/03  18:00:00,260949669.70049715,260949669.70049724 
 08/03  19:00:00,254037209.38140982,254037209.38140982 
 08/03  20:00:00,211254768.85150915,211254768.85150915 
 08/03  21:00:00,189724115.5781968,189724115.57819682 
 08/03  22:00:00,85134722.37354441,85134722.37354442 
 08/03  23:00:00,80131530.28038286,80131530.28038286 
 08/03  24:00:00,65597949.44438682,65597949.44438682 
 08/04  01:00:00,65407915.1537362,65407915.1537362 
 08/04  02:00:00,65407915.1537362,65407915.1537362 
 08/04  03:00:00,65407915.1537362,65407915.1537362 
 08/04  04:00:00,65407915.1537362,65407915.1537362 
 08/04  05:00:00,65407915.1537362,65407915.1537362 
 08/04  06:00:00,136926444.6728172,136926444.6728172 
 08/04  07:00:00,175111867.31930116,175111867.3193012 
 08/04  08:00:00,344873828.2140446,344873828.21404463 
 08/04  09:00:00,349263902.52468145,349263902.5246815 
 08/04  10:00:00,369244297.9382268,369244297.9382268 
 08/04  11:00:00,398918737.7343613,398918737.7343613 
 08/04  12:00:00,388756998.70063365,388756998.70063365 
 08/04  13:00:00,418159087.7410116,418159087.7410116 
 08/04  14:00:00,416759876.1077411,416759876.1077411 
 08/04  15:00:00,427843041.60132337,427843041.60132337 
 08/04  16:00:00,444209570.21300244,444209570.21300244 
 08/04  17:00:00,329955557.7511851,329955557.7511851 
 08/04  18:00:00,246869811.49656376,246869811.49656376 
 08/04  19:00:00,240434119.2094317,240434119.2094317 
 08/04  20:00:00,200393456.37152207,200393456.3715221 
 08/04  21:00:00,181921470.37946016,181921470.37946016 
 08/04  22:00:00,85134722.37354441,85134722.37354442 
 08/04  23:00:00,80131530.28038286,80131530.28038286 
 08/04  24:00:00,54347289.79607374,54347289.79607374 
 08/05  01:00:00,54157290.74955592,54157290.74955592 
 08/05  02:00:00,54157290.74955592,54157290.74955592 
 08/05  03:00:00,54157290.74955592,54157290.74955592 
 08/05  04:00:00,54157290.74955592,54157290.74955592 
 08/05  05:00:00,54157290.74955592,54157290.74955592 
 08/05  06:00:00,137657668.59405732,137657668.59405732 
 08/05  07:00:00,142842755.4729163,142842755.4729163 
 08/05  08:00:00,173822051.93633547,173822051.93633547 
 08/05  09:00:00,189660202.6838678,189660202.6838678 
 08/05  10:00:00,203412303.55938813,203412303.55938813 
 08/05  11:00:00,226890497.67233044,226890497.67233044 
 08/05  12:00:00,184857526.4721118,184857526.47211182 
 08/05  13:00:00,183541912.84050953,183541912.84050953 
 08/05  14:00:00,184354568.61633095,184354568.61633095 
 08/05  15:00:00,191895695.96699756,191895695.9669976 
 08/05  16:00:00,197960776.5263044,197960776.5263044 
 08/05  17:00:00,134625925.36246195,134625925.36246195 
 08/05  18:00:00,123166040.27306703,123166040.27306703 
 08/05  19:00:00,112263398.69435813,112263398.69435813 
 08/05  20:00:00,121369607.88609473,121369607.88609473 
 08/05  21:00:00,105504980.32769683,105504980.32769684 
 08/05  22:00:00,80767684.5646084,80767684.56460841 
 08/05  23:00:00,56920794.74955592,56920794.74955593 
 08/05  24:00:00,54157290.74955592,54157290.74955592 
 08/06  01:00:00,54157290.74955592,54157290.74955592 
 08/06  02:00:00,54157290.74955592,54157290.74955592 
 08/06  03:00:00,54157290.74955592,54157290.74955592 
 08/06  04:00:00,54157290.74955592,54157290.74955592 
 08/06  05:00:00,54157290.74955592,54157290.74955592 
 08/06  06:00:00,57389045.50655627,57389045.50655627 
 08/06  07:00:00,53884329.120180435,53884329.120180435 
 08/06  08:00:00,53134887.083872676,53134887.08387267 
 08/06  09:00:00,53100571.45300382,53100571.45300382 
 08/06  10:00:00,86813559.31108418,86813559.31108418 
 08/06  11:00:00,96939179.13409938,96939179.13409938 
 08/06  12:00:00,109126096.43235989,109126096.43235989 
 08/06  13:00:00,113103493.55286252,113103493.55286254 
 08/06  14:00:00,116020141.37063985,116020141.37063985 
 08/06  15:00:00,114451520.9636905,114451520.96369049 
 08/06  16:00:00,118528483.83442819,118528483.83442822 
 08/06  17:00:00,115231324.60801026,115231324.60801026 
 08/06  18:00:00,110109055.98223558,110109055.98223558 
 08/06  19:00:00,113376153.98567988,113376153.98567986 
 08/06  20:00:00,114563724.24551708,114563724.24551709 
 08/06  21:00:00,106590174.17763014,106590174.17763016 
 08/06  22:00:00,90108154.6929418,90108154.6929418 
 08/06  23:00:00,60672355.55604088,60672355.5560409 
 08/06  24:00:00,65407915.1537362,65407915.1537362 
 08/07  01:00:00,65407915.1537362,65407915.1537362 
 08/07  02:00:00,65407915.1537362,65407915.1537362 
 08/07  03:00:00,65407915.1537362,65407915.1537362 
 08/07  04:00:00,65407915.1537362,65407915.1537362 
 08/07  05:00:00,65407915.1537362,65407915.1537362 
 08/07  06:00:00,141540899.84077913,141540899.84077913 
 08/07  07:00:00,186658703.88658634,186658703.88658634 
 08/07  08:00:00,357490718.01540077,357490718.0154009 
 08/07  09:00:00,357722319.99459285,357722319.99459285 
 08/07  10:00:00,371428437.34514016,371428437.34514016 
 08/07  11:00:00,391335944.67171675,391335944.6717168 
 08/07  12:00:00,365195042.2479563,365195042.2479563 
 08/07  13:00:00,395313763.4005303,395313763.4005302 
 08/07  14:00:00,392756617.42633736,392756617.42633736 
 08/07  15:00:00,402036141.6015615,402036141.6015614 
 08/07  16:00:00,418412108.57519776,418412108.57519776 
 08/07  17:00:00,303464138.76080114,303464138.76080114 
 08/07  18:00:00,226201895.08232623,226201895.0823263 
 08/07  19:00:00,226507644.76185042,226507644.76185045 
